name,tier,tier_name,public,earnings,sat,faculty,price
Virginia Military Institute,5,Selective public,1,56.6,1130,62.00319230769231,10.712
Virginia Polytechnic Institute & State University,3,Highly selective public,1,57.9,1185,71.56721776061775,3.64
Virginia State University,5,Selective public,1,34.4,795,54.261855555555556,3.228
Wagner College,6,Selective private,0,53.8,1120,52.17848863636364,19.2
Wake Forest University,2,Other elite schools (public and private),0,61,1305,75.59046838407494,22.41
Waldorf College,10,Four-year for-profit,0,36.4,1050,38.37385365853659,13.522
Warner University,6,Selective private,0,42.2,1012,38.5035,9.48
Warren Wilson College,6,Selective private,0,25.5,1140,34.57147540983607,14.375
Washington Adventist University,6,Selective private,0,46.8,915,39.91467346938775,13.305
Washington And Jefferson College,6,Selective private,0,49.9,1100,54.80452808988763,19.65
Washington And Lee University,2,Other elite schools (public and private),0,77.6,1340,81.03048538011696,17.965
Washington College,6,Selective private,0,48.3,1150,57.95149367088608,21.3
Washington State University,5,Selective public,1,46.4,1060,60.54907769929364,3.894
Washington University In St. Louis,2,Other elite schools (public and private),0,62.3,1390,91.12791428571428,24.745
Wayland Baptist University,6,Selective private,0,40.9,975,38.41663043478261,7.85
Waynesburg University,6,Selective private,0,44.7,945,42.13384745762712,11.95
Webber International University,6,Selective private,0,35.8,947.54761,33.12606350056713,12.431042999999999
Webster University,6,Selective private,0,39.4,1110,57.258730263157894,13.08
Wellesley College,2,Other elite schools (public and private),0,56.7,1345,84.51825,24.174
Wells College,6,Selective private,0,33.6,1125,52.828559999999996,12.66
Wesley College,6,Selective private,0,41.4,920,45.35974137931035,11.919
Wesleyan University,2,Other elite schools (public and private),0,50.9,1365,73.29922829581993,26.18
West Chester University Of Pennsylvania,5,Selective public,1,46.5,1045,69.71229253112033,4.63
West Texas A&M University,5,Selective public,1,40,975,48.31677511961723,2.45
"West Virginia University, West Virginia University Institute Of Technology, West Virginia University - Parkersburg, And Potomac State College",5,Selective public,1,42.15166000000001,1019.9548,54.2621504127931,2.6426992
West Virginia Wesleyan College,6,Selective private,0,43.1,1025,43.638940476190484,18.05
Western Carolina University,5,Selective public,1,35.1,995,53.21953442622951,2.102
Western Connecticut State University,5,Selective public,1,43.3,945,67.05568783068783,3.91
Western New England University,6,Selective private,0,55.1,1040,68.57720779220779,15.504
Western Oregon University,5,Selective public,1,38.5,980,46.79212658227848,3.342
Western State Colorado University,5,Selective public,1,36.5,1020,45.2988785046729,2.27
Western Washington University,5,Selective public,1,43.2,1090,55.33942410714286,3.102
Westfield State University,5,Selective public,1,43.3,1020,50.247725146198825,2.916
"Westminster College of New Wilmington, PA",6,Selective private,0,44.4,1073.5,48.93715533980582,16.985
Westmont College,4,Highly selective private,0,48.3,1205,57.06045882352941,20.964
"Wheaton College of Wheaton, IL",4,Highly selective private,0,42.6,1315,58.83523756906077,15.54
Wheeling Jesuit University,6,Selective private,0,43.3,1025,45.58994117647058,16.405
Whitman College,2,Other elite schools (public and private),0,43,1270,51.0124347826087,21.742
Widener University,6,Selective private,0,51.7,1045,63.4523551724138,16.46759
Wilkes University,6,Selective private,0,49.9,1055,54.187858490566036,17.22
Willamette University,6,Selective private,0,49.2,1235,64.93937974683546,22.821
William Carey University,6,Selective private,0,34.1,925,36.005933333333324,6.765
William Jewell College,6,Selective private,0,40.3,1135,50.99085714285715,13.8
William Paterson University Of New Jersey,5,Selective public,1,44.3,995,67.21346218487395,5.15
William Peace University,8,Nonselective four-year private not-for-profit,0,35.9,930,43.10911904761905,9.924
Williams College,2,Other elite schools (public and private),0,58.1,1410,80.41936818181819,24.74
Wilmington College,6,Selective private,0,39,950,43.42741176470588,14.566
Wingate University,6,Selective private,0,37,1030,40.1139875,13.05
Winston-Salem State University,5,Selective public,1,33.3,860,54.39229142857142,1.805
Winthrop University,5,Selective public,1,36.1,1055,47.632533333333335,4.262
Wittenberg University,6,Selective private,0,42.7,1117,52.273731884057966,21.64
Wofford College,4,Highly selective private,0,46.8,1220,52.69733333333334,17.73
Woodbury University,6,Selective private,0,45.6,970,57.97142857142858,18.548
Worcester Polytechnic Institute,4,Highly selective private,0,77.6,1265,72.5217802690583,23.262
Worcester State University,5,Selective public,1,43.7,980,51.14315606936416,2.508
Xavier University,6,Selective private,0,48.8,1170,56.622792951541854,16.01
Xavier University Of Louisiana,6,Selective private,0,46.5,980,48.12075462962963,10.1
Yale University,1,Ivy Plus,0,66,1405,96.14644355758267,25.22
Yeshiva University,6,Selective private,0,55.6,1205,75.38609537572253,17.21
York College Of Pennsylvania,6,Selective private,0,47.9,1125,56.68297826086956,6.978
Young Harris College,8,Nonselective four-year private not-for-profit,0,34.1,1030,47.545125,9.229
